exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chrX:30668012-30668118	+	GK	ENST00000427190	0.224	chr1:92286490-92286592	-	GLMN	ENST00000370360	-0.01	PCBP1
chr17:3648847-3648931	+	CTNS	ENST00000046640	0.307	chr15:101322520-101322607	-	PCSK6	ENST00000611716	0.0	PCBP1
chr16:16184959-16185034	-	ABCC6	ENST00000205557	-0.204	chr11:73649012-73649087	+	PLEKHB1	ENST00000354190	0.01	PCBP1
chr16:16162993-16163192	-	ABCC6	ENST00000205557	-0.3	chr13:51944109-51944291	-	ATP7B	ENST00000242839	0.01	PCBP1
chr15:42726097-42726160	-	CDAN1	ENST00000356231	-0.524	chr3:9930400-9930459	+	IL17RC	ENST00000403601	-0.01	PCBP1
chr16:1666073-1666177	+	CRAMP1	ENST00000397412	-0.435	chr12:109908586-109908698	+	TCHP	ENST00000405876	0.01	PCBP1
chr19:35802191-35802276	-	PRODH2	ENST00000653904	-0.255	chr17:57107946-57108048	+	AKAP1	ENST00000314126	-0.01	PCBP1
chr1:150549822-150549895	+	ADAMTSL4	ENST00000271643	-0.565	chr16:88646116-88646197	-	CYBA	ENST00000261623	-0.0	PCBP1
chr19:39172918-39173376	+	PAK4	ENST00000360442	-0.181	chr9:136837346-136837662	+	RABL6	ENST00000311502	-0.0	PCBP1
chr14:103107631-103107783	+	EXOC3L4	ENST00000688303	-0.301	chrX:154366024-154366224	-	FLNA	ENST00000369850	-0.01	PCBP1
chr8:22067085-22067159	+	DMTN	ENST00000358242	-0.331	chr17:41835859-41835957	-	NT5C3B	ENST00000435506	-0.02	PCBP1
chr3:184357620-184357698	-	CLCN2	ENST00000265593	-0.559	chr22:19176421-19176494	-	SLC25A1	ENST00000215882	-0.0	PCBP1
chr1:11658533-11658628	+	FBXO44	ENST00000251547	-0.374	chr5:179799203-179799310	-	MGAT4B	ENST00000292591	-0.01	PCBP1
