exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr2:130161186-130161272	-	SMPD4	ENST00000680298	0.212	chr22:35338713-35338788	+	TOM1	ENST00000449058	0.01	SRSF5
chr12:57107605-57107743	-	STAT6	ENST00000300134	-0.227	chr9:35750243-35750379	+	RGP1	ENST00000378078	-0.02	SRSF5
chr1:150549822-150549895	+	ADAMTSL4	ENST00000271643	-0.456	chr17:80213804-80213885	-	SGSH	ENST00000326317	-0.01	SRSF5
chr6:118826147-118826292	-	MCM9	ENST00000619706	-0.41	chr6:10989703-10989837	-	ELOVL2	ENST00000354666	0.0	SRSF5
chr2:17771196-17771287	+	GEN1	ENST00000381254	0.279	chr13:79551017-79551101	+	NDFIP2	ENST00000703122	-0.02	SRSF5
chr19:45766350-45767155	-	SIX5	ENST00000317578	-0.472	chrX:154013043-154013433	-	IRAK1	ENST00000369980	0.0	SRSF5
chr13:112878217-112878303	+	ATP11A	ENST00000375645	-0.295	chr22:23292541-23292638	+	BCR	ENST00000305877	0.01	SRSF5
chr16:68312042-68312176	+	PRMT7	ENST00000441236	0.311	chr12:7137955-7138067	+	CLSTN3	ENST00000266546	-0.0	SRSF5
chr2:85600345-85600412	-	TMEM150A	ENST00000334462	-0.231	chr3:196227664-196227737	+	SLC51A	ENST00000296327	0.02	SRSF5
chr1:155250276-155250821	-	ENTREP3	ENST00000361361	-0.374	chr11:119030232-119030735	-	SLC37A4	ENST00000545985	0.01	SRSF5
chr1:155253859-155253978	-	ENTREP3	ENST00000361361	-0.347	chr3:49685262-49685382	-	MST1	ENST00000449682	-0.0	SRSF5
chr9:37857241-37857351	+	DCAF10	ENST00000377724	0.352	chr8:108239958-108240075	-	EIF3E	ENST00000220849	0.0	SRSF5
chr2:97580462-97580568	-	ANKRD36B	ENST00000359901	0.462	chr13:48463731-48463835	+	RB1	ENST00000267163	0.0	SRSF5
chr1:143964855-143964979	-	FAM72C	ENST00000584486	0.25	chr1:206195752-206195876	-	FAM72A	ENST00000367128	0.0	SRSF5
chr12:124327409-124327633	-	NCOR2	ENST00000405201	-0.24	chr16:89649351-89649552	-	CHMP1A	ENST00000675536	-0.01	SRSF5
chr7:35670215-35670328	-	HERPUD2	ENST00000311350	0.272	chr14:36316693-36316812	-	MBIP	ENST00000416007	0.02	SRSF5
chr3:132696731-132696813	-	NPHP3	ENST00000337331	0.42	chr2:53895007-53895076	-	PSME4	ENST00000404125	0.0	SRSF5
chr16:634889-634956	-	METTL26	ENST00000301686	-0.386	chr17:76473252-76473327	-	RHBDF2	ENST00000675367	0.02	SRSF5
chr16:580183-580263	+	PIGQ	ENST00000321878	-0.326	chr22:50284573-50284665	-	PLXNB2	ENST00000359337	0.0	SRSF5
chr11:893427-893519	-	CHID1	ENST00000323578	0.263	chr14:99522133-99522240	-	CCDC85C	ENST00000380243	-0.01	SRSF5
chr3:58310309-58310406	+	RPP14	ENST00000295959	-0.356	chr1:161751668-161751781	+	DUSP12	ENST00000367943	-0.01	SRSF5
chr16:30654629-30655214	+	PRR14	ENST00000300835	-0.503	chr1:160092924-160093331	-	IGSF8	ENST00000314485	-0.01	SRSF5
chr3:53855294-53855341	+	IL17RB	ENST00000288167	0.166	chr12:57945628-57945673	+	ATP23	ENST00000300145	0.02	SRSF5
chr16:30986840-30987002	+	HSD3B7	ENST00000297679	-0.189	chr12:53054270-53054441	+	TNS2	ENST00000314250	0.0	SRSF5
chr22:50257082-50257193	-	MAPK12	ENST00000215659	-0.234	chrX:153693041-153693175	+	SLC6A8	ENST00000253122	0.0	SRSF5
