exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr3:138704443-138704493	-	PIK3CB	ENST00000674063	-0.219	chr12:68820325-68820374	+	MDM2	ENST00000258149	-0.0	PRPF8
chr2:218651701-218652300	-	ZNF142	ENST00000411696	0.278	chr10:5906037-5906632	+	FBH1	ENST00000362091	-0.01	PRPF8
chr20:35632163-35632234	-	CPNE1	ENST00000397443	-0.247	chr12:56083467-56083548	+	ERBB3	ENST00000415288	-0.01	PRPF8
chr14:94581615-94581710	+	SERPINA5	ENST00000329597	-0.156	chr3:49691425-49691509	+	RNF123	ENST00000327697	-0.01	PRPF8
chr1:11658533-11658628	+	FBXO44	ENST00000251547	-0.406	chr1:16989887-16990003	-	ATP13A2	ENST00000326735	0.02	PRPF8
chr3:45827356-45827459	-	LZTFL1	ENST00000296135	0.191	chr11:93724254-93724375	+	CEP295	ENST00000325212	-0.02	PRPF8
chr3:185672541-185672669	-	IGF2BP2	ENST00000382199	-0.358	chr20:34397208-34397321	+	ITCH	ENST00000670516	0.0	PRPF8
chr1:107683488-107683533	-	VAV3	ENST00000370056	-0.415	chr1:212782372-212782426	-	NSL1	ENST00000366977	0.01	PRPF8
chr12:44143525-44143624	+	TMEM117	ENST00000266534	-0.371	chr14:31787780-31787873	+	NUBPL	ENST00000281081	-0.01	PRPF8
chr9:37781986-37782137	-	EXOSC3	ENST00000327304	-0.226	chr7:56054369-56054503	+	CCT6A	ENST00000275603	-0.0	PRPF8
chr2:9962455-9962531	+	GRHL1	ENST00000324907	-0.482	chr9:89339864-89339953	+	SECISBP2	ENST00000375807	-0.01	PRPF8
chr2:99171343-99171429	-	MITD1	ENST00000289359	-0.287	chr14:55653017-55653085	+	KTN1	ENST00000395314	-0.01	PRPF8
chr7:50539915-50540028	-	DDC	ENST00000444124	0.3	chr22:45523091-45523204	+	FBLN1	ENST00000402984	-0.01	PRPF8
chr1:147166498-147166618	-	PRKAB2	ENST00000254101	-0.162	chr12:76862810-76862959	-	CSRP2	ENST00000552330	-0.01	PRPF8
chr16:66558190-66558348	+	CKLF	ENST00000264001	-0.197	chr12:16354231-16354378	+	MGST1	ENST00000396210	0.01	PRPF8
chr16:634889-634956	-	METTL26	ENST00000301686	-0.645	chr17:74864480-74864564	-	FDXR	ENST00000293195	-0.01	PRPF8
chr7:110886593-110886695	-	IMMP2L	ENST00000405709	-0.387	chr7:103917075-103917185	-	RELN	ENST00000428762	-0.02	PRPF8
chr4:83458346-83458429	+	MRPS18C	ENST00000295491	-0.217	chr21:37095350-37095444	+	TTC3	ENST00000418766	-0.01	PRPF8
chr19:29708254-29708423	-	C19orf12	ENST00000323670	-0.442	chr11:66504612-66504774	+	DPP3	ENST00000531863	-0.02	PRPF8
