exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr7:76400286-76400591	-	SSC4D	ENST00000275560	0.465	chr22:30427171-30427403	+	MTFP1	ENST00000266263	0.01	RBM47
chr6:110404774-110404950	-	DDO	ENST00000368924	-0.354	chr12:26990450-26990627	-	TM7SF3	ENST00000343028	-0.0	RBM47
chr10:98429791-98429889	-	HPS1	ENST00000361490	0.333	chr22:50466605-50466710	-	SBF1	ENST00000380817	-0.02	RBM47
chr3:186616443-186616527	+	AHSG	ENST00000411641	-0.468	chr12:56109857-56109935	+	PA2G4	ENST00000303305	0.0	RBM47
chr3:9904032-9904151	+	IL17RE	ENST00000383814	0.554	chr19:44659510-44659625	+	PVR	ENST00000706603	-0.01	RBM47
chr17:78205603-78205738	+	AFMID	ENST00000409257	0.241	chr6:30922116-30922241	+	VARS2	ENST00000676266	-0.01	RBM47
chr17:78204656-78204741	+	AFMID	ENST00000409257	0.224	chr11:46723180-46723285	+	F2	ENST00000311907	-0.0	RBM47
chr4:152412480-152412529	-	FBXW7	ENST00000281708	0.319	chr16:84733053-84733105	+	USP10	ENST00000562283	0.0	RBM47
chr16:72150608-72150829	-	PMFBP1	ENST00000237353	-0.422	chr3:119236853-119237070	-	B4GALT4	ENST00000393765	-0.02	RBM47
chr8:92921503-92921660	-	TRIQK	ENST00000520430	0.384	chr16:31753766-31753900	+	KRBOX5	ENST00000316491	-0.02	RBM47
chr3:51971812-51971892	-	ABHD14B	ENST00000525795	-0.332	chr15:40106358-40106438	-	BMF	ENST00000557870	-0.0	RBM47
chr17:81907204-81907257	-	PCYT2	ENST00000538721	0.305	chr22:19972358-19972411	-	ARVCF	ENST00000263207	-0.01	RBM47
chr2:241316422-241316555	+	SEPTIN2	ENST00000616972	0.294	chr11:44096225-44096321	+	EXT2	ENST00000343631	-0.01	RBM47
chr19:56833290-56833420	-	PEG3	ENST00000650632	-0.418	chr21:33641179-33641305	-	CRYZL1	ENST00000361534	0.01	RBM47
chr2:17753002-17753064	-	SMC6	ENST00000621152	0.275	chr6:57090811-57090894	+	ZNF451	ENST00000370706	0.01	RBM47
