exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr2:130156585-130156675	-	SMPD4	ENST00000680298	-0.235	chr11:61877511-61877587	-	FADS3	ENST00000278829	-0.01	SRSF3
chr2:130161186-130161272	-	SMPD4	ENST00000680298	-0.278	chr22:35338713-35338788	+	TOM1	ENST00000449058	0.0	SRSF3
chr6:149601594-149601752	-	KATNA1	ENST00000367411	-0.222	chrX:24073091-24073263	+	EIF2S3	ENST00000253039	-0.01	SRSF3
chr14:22767248-22767409	+	OXA1L	ENST00000612549	-0.207	chr11:65606691-65606804	-	MAP3K11	ENST00000309100	-0.02	SRSF3
chr2:218651701-218652300	-	ZNF142	ENST00000411696	-0.433	chr1:15214895-15215431	+	TMEM51	ENST00000376008	0.02	SRSF3
chr6:110160635-110160732	-	WASF1	ENST00000392589	-0.386	chr10:21904522-21904612	-	DNAJC1	ENST00000376980	0.01	SRSF3
chr3:9839032-9839171	-	RPUSD3	ENST00000383820	-0.177	chr10:97750331-97750470	+	ZFYVE27	ENST00000684270	-0.02	SRSF3
chr7:24706184-24706376	-	GSDME	ENST00000645220	-0.48	chr16:16138364-16138558	+	ABCC1	ENST00000399410	0.0	SRSF3
chr3:66362860-66362929	+	SLC25A26	ENST00000354883	-0.31	chr7:155665175-155665253	+	RBM33	ENST00000401878	-0.01	SRSF3
chr6:33442453-33442494	+	SYNGAP1	ENST00000646630	0.524	chr19:6420422-6420471	-	KHSRP	ENST00000600480	-0.0	SRSF3
chr10:21673350-21673919	+	MLLT10	ENST00000307729	-0.394	chr14:92797408-92797981	+	GOLGA5	ENST00000163416	-0.0	SRSF3
chr1:151002165-151002706	-	MINDY1	ENST00000683666	-0.367	chr5:39376650-39377282	-	DAB2	ENST00000320816	0.02	SRSF3
chr2:164915112-164915273	-	SLC38A11	ENST00000685975	-0.62	chr7:116759337-116759490	+	MET	ENST00000318493	-0.02	SRSF3
chr19:56826388-56826463	-	PEG3	ENST00000326441	0.362	chr10:50078675-50078737	+	WASHC2A	ENST00000282633	-0.02	SRSF3
chr6:16753233-16753347	-	ATXN1	ENST00000436367	-0.5	chr3:136867431-136867525	+	NCK1	ENST00000485096	0.02	SRSF3
chr3:170149086-170149244	-	PHC3	ENST00000495893	-0.295	chr4:118768173-118768311	-	SEC24D	ENST00000280551	-0.01	SRSF3
chr9:35741672-35741890	-	GBA2	ENST00000378103	-0.318	chr17:31521166-31521360	+	RAB11FIP4	ENST00000621161	-0.0	SRSF3
chr1:110951288-110952815	-	LRIF1	ENST00000369763	-0.34	chr8:58560284-58561795	+	SDCBP	ENST00000523483	-0.01	SRSF3
chr9:35751956-35752145	+	RGP1	ENST00000378078	-0.116	chr11:66059782-66060009	+	SF3B2	ENST00000322535	-0.0	SRSF3
chr12:122132292-122132383	+	MLXIP	ENST00000319080	-0.335	chr1:203713165-203713252	+	ATP2B4	ENST00000357681	-0.0	SRSF3
chrX:48600319-48600626	+	WDR13	ENST00000376729	-0.395	chrX:153950243-153950543	-	HCFC1	ENST00000310441	-0.0	SRSF3
chr7:151079500-151079922	-	FASTK	ENST00000297532	-0.356	chr3:50302057-50302623	-	HYAL1	ENST00000457214	-0.02	SRSF3
chr7:158650832-158650972	-	NCAPG2	ENST00000356309	-0.348	chr10:32015509-32015659	-	KIF5B	ENST00000302418	-0.0	SRSF3
chr12:31980878-31985957	+	RESF1	ENST00000312561	-0.186	chr9:35300166-35308412	+	UNC13B	ENST00000635942	-0.02	SRSF3
chr1:155137561-155137722	+	SLC50A1	ENST00000368404	-0.232	chr16:28845314-28845480	-	TUFM	ENST00000313511	-0.0	SRSF3
chr12:48679036-48679150	-	KANSL2	ENST00000420613	-0.165	chr7:22817412-22817548	-	TOMM7	ENST00000372879	0.0	SRSF3
chr2:97794930-97795115	-	TMEM131	ENST00000186436	-0.212	chr6:142403802-142403973	+	ADGRG6	ENST00000367609	-0.0	SRSF3
chr7:50539915-50540028	-	DDC	ENST00000444124	-0.412	chr8:124558713-124558832	-	MTSS1	ENST00000378017	-0.01	SRSF3
chr12:132695884-132696046	+	PXMP2	ENST00000317479	-0.383	chr17:38792726-38792882	-	PIP4K2B	ENST00000617499	0.01	SRSF3
chr12:124340602-124340751	-	NCOR2	ENST00000405201	-0.182	chr19:46723114-46723284	-	STRN4	ENST00000263280	-0.0	SRSF3
chr1:1355450-1355752	-	MXRA8	ENST00000309212	-0.278	chr7:5529535-5529733	-	ACTB	ENST00000493945	-0.01	SRSF3
chr3:15241453-15241588	+	CAPN7	ENST00000253693	-0.246	chr5:146143412-146143550	-	LARS1	ENST00000394434	-0.01	SRSF3
chr16:66563122-66563217	+	CKLF	ENST00000264001	-0.208	chr4:78579027-78579121	+	ANXA3	ENST00000264908	0.02	SRSF3
chr4:1939654-1939778	+	NSD2	ENST00000508803	-0.374	chr14:64390337-64390467	+	MTHFD1	ENST00000697173	0.0	SRSF3
chr7:105613862-105614816	-	ATXN7L1	ENST00000419735	-0.54	chr1:230709995-230710978	-	AGT	ENST00000680041	0.0	SRSF3
chr8:90017124-90017326	+	DECR1	ENST00000220764	-0.158	chr15:41727180-41727406	+	MGA	ENST00000566586	-0.02	SRSF3
