exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr15:45592135-45592276	+	BLOC1S6	ENST00000220531	0.317	chr3:47701278-47701402	-	SMARCC1	ENST00000254480	-0.0	RBM39
chr13:99862991-99863092	+	CLYBL	ENST00000339105	-0.273	chr4:56483139-56483270	+	SRP72	ENST00000642900	-0.0	RBM39
chr1:150556621-150556793	+	ADAMTSL4	ENST00000271643	-0.221	chr11:119049018-119049203	-	HYOU1	ENST00000617285	0.01	RBM39
chr10:38094931-38095224	+	ZNF37A	ENST00000685332	-0.468	chr2:241500740-241501077	-	STK25	ENST00000450497	0.02	RBM39
chr17:63799589-63799625	+	DDX42	ENST00000389924	0.151	chr21:29071952-29071988	-	CCT8	ENST00000626972	0.0	RBM39
chr2:164915112-164915273	-	SLC38A11	ENST00000685975	0.367	chr4:73097117-73097272	-	ANKRD17	ENST00000358602	-0.0	RBM39
chr5:139477329-139477515	-	STING1	ENST00000330794	-0.412	chr19:49449475-49449654	-	PIH1D1	ENST00000262265	0.01	RBM39
chr6:16753233-16753347	-	ATXN1	ENST00000436367	-0.294	chr16:75395090-75395209	-	CFDP1	ENST00000283882	-0.0	RBM39
chr2:201272898-201272942	+	CASP8	ENST00000673742	-0.382	chr1:153669836-153669878	-	ILF2	ENST00000361891	0.01	RBM39
chr8:22067085-22067159	+	DMTN	ENST00000358242	-0.24	chr9:137241911-137242021	+	TUBB4B	ENST00000340384	-0.0	RBM39
chr16:15047997-15048099	-	NTAN1	ENST00000287706	-0.276	chr5:179715899-179716000	+	CANX	ENST00000680984	0.0	RBM39
chr15:83008548-83008675	-	C15orf40	ENST00000304177	-0.454	chr16:74465676-74465813	-	GLG1	ENST00000422840	-0.0	RBM39
chr3:120646267-120646366	-	HGD	ENST00000283871	-0.23	chrX:20015223-20015327	-	MAP7D2	ENST00000379643	0.01	RBM39
