exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr4:152870753-152870848	+	ARFIP1	ENST00000353617	-0.271	chr2:135933910-135933990	-	DARS1	ENST00000264161	-0.01	RBM22
chr2:61162842-61162955	+	C2orf74	ENST00000432605	-0.2	chr1:32668739-32668854	+	RBBP4	ENST00000373493	0.0	RBM22
chr6:44135328-44135366	+	TMEM63B	ENST00000323267	-0.195	chr17:31522360-31522395	+	RAB11FIP4	ENST00000621161	-0.02	RBM22
chr3:66346364-66346408	+	SLC25A26	ENST00000354883	-0.196	chr14:37396976-37397014	+	MIPOL1	ENST00000553349	-0.02	RBM22
chr2:43831769-43831867	-	ABCG5	ENST00000405322	0.219	chr20:35284176-35284261	-	EIF6	ENST00000374450	0.0	RBM22
chr19:56826388-56826463	-	PEG3	ENST00000326441	0.243	chr11:9152358-9152442	-	DENND5A	ENST00000328194	-0.01	RBM22
chr19:9434075-9434235	-	ZNF266	ENST00000592904	-0.528	chr1:94902121-94902258	-	CNN3	ENST00000370206	-0.0	RBM22
chr1:13778418-13782831	+	PRDM2	ENST00000311066	0.463	chr11:63718702-63721032	+	RTN3	ENST00000377819	0.01	RBM22
chr1:11658533-11658628	+	FBXO44	ENST00000251547	-0.378	chr5:179799203-179799307	-	MGAT4B	ENST00000518778	-0.02	RBM22
chr3:38126162-38126341	-	ACAA1	ENST00000333167	-0.156	chr17:81845561-81845742	-	P4HB	ENST00000331483	-0.0	RBM22
chr3:113017448-113017602	-	NEPRO	ENST00000314400	0.225	chr3:98588713-98588854	-	CPOX	ENST00000647941	-0.0	RBM22
chr3:105681479-105681610	-	CBLB	ENST00000394030	-0.334	chr1:64804991-64805105	+	RAVER2	ENST00000294428	0.02	RBM22
chr1:15210490-15210562	+	TMEM51	ENST00000376008	0.297	chr3:128795360-128795420	+	RAB7A	ENST00000265062	-0.0	RBM22
chr1:155086128-155086205	+	EFNA3	ENST00000368408	0.268	chr16:1507306-1507370	+	TELO2	ENST00000262319	0.01	RBM22
chr12:123389433-123389554	+	KMT5A	ENST00000402868	0.4	chr21:45486861-45486992	+	COL18A1	ENST00000651438	0.01	RBM22
chr12:130795995-130796120	-	STX2	ENST00000392373	0.313	chr4:39269976-39270100	+	WDR19	ENST00000399820	-0.02	RBM22
chr16:635612-635774	-	METTL26	ENST00000301686	-0.31	chr2:96550574-96550733	+	ARID5A	ENST00000357485	0.02	RBM22
chr16:634889-634956	-	METTL26	ENST00000301686	-0.376	chr17:76473252-76473327	-	RHBDF2	ENST00000675367	-0.0	RBM22
chr19:40365718-40365930	+	PLD3	ENST00000409735	-0.231	chr19:49524507-49524776	+	FCGRT	ENST00000221466	0.0	RBM22
chr16:582248-582309	+	PIGQ	ENST00000321878	-0.422	chr20:62824445-62824501	+	COL9A3	ENST00000649368	-0.02	RBM22
chr4:78466208-78466435	+	FRAS1	ENST00000512123	-0.245	chr6:167898205-167898467	+	AFDN	ENST00000683244	-0.0	RBM22
chr19:32347245-32347338	+	ZNF507	ENST00000355898	0.254	chr18:3249361-3249443	+	MYL12A	ENST00000578611	0.01	RBM22
chr19:18436684-18436877	-	ISYNA1	ENST00000338128	-0.171	chr20:63963095-63963265	-	ZNF512B	ENST00000369888	0.01	RBM22
chr19:18437599-18437760	-	ISYNA1	ENST00000338128	-0.215	chr7:75985058-75985207	+	POR	ENST00000461988	0.0	RBM22
chr19:49927694-49927815	-	NUP62	ENST00000352066	0.239	chr22:23295024-23295155	+	BCR	ENST00000305877	-0.0	RBM22
