exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chrX:30727466-30727552	+	GK	ENST00000427190	0.238	chr5:55957209-55957291	-	IL6ST	ENST00000381298	0.0	SRSF7
chr16:1435969-1436086	-	CCDC154	ENST00000389176	0.46	chr21:46215180-46215298	-	LSS	ENST00000397728	0.0	SRSF7
chr11:6533027-6533184	+	DNHD1	ENST00000254579	-0.185	chr2:24068321-24068459	-	SF3B6	ENST00000233468	-0.0	SRSF7
chr16:1501420-1501499	+	TELO2	ENST00000262319	-0.561	chr1:155061415-155061489	+	ADAM15	ENST00000356955	0.01	SRSF7
chr3:105681479-105681610	-	CBLB	ENST00000394030	-0.272	chr15:43149029-43149151	+	TMEM62	ENST00000260403	-0.0	SRSF7
chr3:15098119-15098274	-	RBSN	ENST00000253699	-0.307	chr15:34228429-34228589	+	EMC4	ENST00000267750	-0.01	SRSF7
chr3:146201035-146201077	-	PLSCR4	ENST00000354952	-0.319	chr12:32705825-32705863	+	DNM1L	ENST00000358214	0.0	SRSF7
chr3:146199813-146200039	-	PLSCR4	ENST00000354952	-0.316	chr6:108998513-108998755	-	SESN1	ENST00000436639	-0.01	SRSF7
chr3:160401915-160402093	+	SMC4	ENST00000357388	-0.288	chr9:92324023-92324209	-	NOL8	ENST00000442668	-0.02	SRSF7
chr8:47396376-47396626	+	SPIDR	ENST00000297423	-0.311	chr16:75084429-75084637	+	ZNRF1	ENST00000568511	0.02	SRSF7
chr8:47407861-47407961	+	SPIDR	ENST00000297423	-0.36	chr1:8541214-8541318	-	RERE	ENST00000400908	0.01	SRSF7
chr19:1482896-1483020	-	PCSK4	ENST00000300954	-0.494	chr7:5291124-5291237	+	SLC29A4	ENST00000396872	-0.01	SRSF7
chr4:83107804-83107950	-	PLAC8	ENST00000311507	-0.117	chr17:48839376-48839511	+	CALCOCO2	ENST00000570513	-0.0	SRSF7
chr4:78935121-78935283	-	PAQR3	ENST00000512733	-0.242	chr5:55405425-55405588	+	MTREX	ENST00000230640	-0.01	SRSF7
chr4:896460-896549	-	GAK	ENST00000314167	-0.239	chr18:79947267-79947341	-	SLC66A2	ENST00000478144	0.01	SRSF7
chr16:70469152-70469323	+	FCSK	ENST00000288078	-0.349	chr1:16131721-16131870	-	EPHA2	ENST00000358432	-0.01	SRSF7
chr19:19878481-19878607	+	ZNF253	ENST00000589717	-0.298	chr3:141995020-141995141	-	TFDP2	ENST00000489671	0.0	SRSF7
