exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr15:45172147-45172318	-	SHF	ENST00000690270	-0.499	chr3:129584385-129584562	-	PLXND1	ENST00000324093	-0.02	RBM17
chr8:22080805-22080870	+	DMTN	ENST00000358242	0.225	chr7:44116115-44116206	-	POLD2	ENST00000698965	-0.0	RBM17
chr1:113906996-113907161	+	DCLRE1B	ENST00000650450	-0.264	chr6:44248630-44248776	+	HSP90AB1	ENST00000371646	-0.0	RBM17
chr15:83008548-83008675	-	C15orf40	ENST00000304177	-0.378	chr16:75634173-75634292	-	KARS1	ENST00000302445	0.0	RBM17
chr1:154219836-154219937	-	C1orf43	ENST00000368521	0.197	chr22:29542859-29542956	-	THOC5	ENST00000490103	-0.01	RBM17
chr2:85371440-85371562	+	ELMOD3	ENST00000409013	-0.432	chr19:17517710-17517850	+	PGLS	ENST00000252603	-0.02	RBM17
chr1:155136828-155136951	+	SLC50A1	ENST00000368404	-0.476	chr3:50646140-50646264	+	MAPKAPK3	ENST00000621469	-0.0	RBM17
chr2:95405553-95405803	+	FAHD2A	ENST00000233379	-0.439	chr22:24054873-24055159	+	CABIN1	ENST00000263119	-0.01	RBM17
chr16:117301-117375	-	NPRL3	ENST00000611875	0.272	chr4:4423518-4423587	-	STX18	ENST00000306200	0.0	RBM17
chr12:125136662-125136864	+	AACS	ENST00000316519	-0.292	chr9:133043728-133043926	+	GTF3C5	ENST00000372097	-0.0	RBM17
chr12:130795995-130796120	-	STX2	ENST00000392373	0.273	chr17:39519956-39520087	+	CDK12	ENST00000447079	0.01	RBM17
chr1:150263794-150263878	+	CA14	ENST00000369111	-0.321	chr11:66436816-66436909	-	MRPL11	ENST00000329819	0.01	RBM17
chr12:26979784-26979936	-	TM7SF3	ENST00000343028	-0.268	chr14:64454723-64454875	+	MTHFD1	ENST00000652337	0.01	RBM17
chr8:89762829-89762982	+	RIPK2	ENST00000220751	-0.286	chr2:55568194-55568363	-	PPP4R3B	ENST00000616407	-0.0	RBM17
chr4:40436441-40436647	-	RBM47	ENST00000295971	-0.368	chr1:26767790-26767999	+	ARID1A	ENST00000324856	-0.01	RBM17
chr4:186276231-186276390	+	F11	ENST00000403665	0.487	chr9:33026813-33026990	+	DNAJA1	ENST00000330899	0.0	RBM17
chr11:65038572-65038829	+	SNX15	ENST00000377244	-0.269	chr17:1769852-1770050	+	SERPINF1	ENST00000254722	0.0	RBM17
chr11:65046445-65046526	-	NAALADL1	ENST00000358658	0.325	chr16:28955978-28956058	+	NFATC2IP	ENST00000320805	-0.02	RBM17
chr4:174297966-174298062	+	CEP44	ENST00000503780	0.416	chr15:75414205-75414311	-	SIN3A	ENST00000394947	-0.01	RBM17
chr16:70314902-70314955	+	DDX19B	ENST00000288071	-0.313	chr8:54063328-54063375	-	LYPLA1	ENST00000316963	-0.02	RBM17
chr19:19878481-19878607	+	ZNF253	ENST00000589717	0.219	chr18:46846707-46846841	-	PIAS2	ENST00000585916	-0.01	RBM17
chr11:8095498-8095665	+	TUB	ENST00000299506	-0.212	chrX:48904746-48904892	-	SLC35A2	ENST00000376529	-0.02	RBM17
chr19:57619412-57619508	+	ZNF134	ENST00000396161	-0.383	chr12:121849687-121849790	-	HPD	ENST00000289004	0.01	RBM17
chr11:90159239-90159337	+	NAALAD2	ENST00000534061	-0.461	chr11:110236099-110236191	-	RDX	ENST00000645495	-0.0	RBM17
chr7:120964742-120964838	+	ING3	ENST00000315870	-0.365	chr21:39238479-39238573	-	BRWD1	ENST00000342449	-0.01	RBM17
