exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chrX:30727466-30727552	+	GK	ENST00000427190	0.355	chr5:55957209-55957291	-	IL6ST	ENST00000381298	0.0	SRSF9
chr17:3648847-3648931	+	CTNS	ENST00000046640	0.302	chr15:101322520-101322607	-	PCSK6	ENST00000611716	0.0	SRSF9
chrX:47089776-47089991	+	RGN	ENST00000397180	0.219	chr12:101317478-101317663	+	UTP20	ENST00000261637	0.02	SRSF9
chr6:16753233-16753347	-	ATXN1	ENST00000436367	-0.178	chr16:75395090-75395209	-	CFDP1	ENST00000283882	-0.02	SRSF9
chr12:121443680-121443793	-	KDM2B	ENST00000377071	-0.298	chr11:605608-605724	+	PHRF1	ENST00000413872	-0.02	SRSF9
chr1:11658533-11658628	+	FBXO44	ENST00000251547	-0.381	chr1:16989887-16990003	-	ATP13A2	ENST00000326735	-0.02	SRSF9
chr1:107683488-107683533	-	VAV3	ENST00000370056	0.166	chr1:212782372-212782426	-	NSL1	ENST00000366977	0.0	SRSF9
chr3:120646267-120646366	-	HGD	ENST00000283871	0.143	chr12:121330583-121330672	-	ANAPC5	ENST00000261819	-0.01	SRSF9
chr2:85600345-85600412	-	TMEM150A	ENST00000334462	-0.233	chr2:231712452-231712516	+	PTMA	ENST00000409683	-0.0	SRSF9
chr1:155250276-155250821	-	ENTREP3	ENST00000361361	-0.464	chr1:39575759-39576223	-	PABPC4	ENST00000451091	-0.01	SRSF9
chr1:155253859-155253978	-	ENTREP3	ENST00000361361	-0.288	chr3:49685262-49685382	-	MST1	ENST00000449682	-0.0	SRSF9
chr1:155136828-155136951	+	SLC50A1	ENST00000368404	-0.293	chr7:129209289-129209397	+	SMO	ENST00000249373	0.0	SRSF9
chr16:130522-130591	-	NPRL3	ENST00000611875	0.185	chr20:34526268-34526343	+	DYNLRB1	ENST00000357156	-0.0	SRSF9
chr1:11828458-11828624	+	CLCN6	ENST00000346436	-0.341	chr17:7585946-7586078	+	MPDU1	ENST00000250124	-0.0	SRSF9
chr1:150504632-150504733	+	TARS2	ENST00000369064	-0.307	chr12:53315335-53315426	-	AAAS	ENST00000209873	-0.01	SRSF9
chr4:88676218-88676241	+	HERC3	ENST00000402738	0.497	chr14:52658124-52658150	-	ERO1A	ENST00000395686	-0.0	SRSF9
chr16:70469152-70469323	+	FCSK	ENST00000288078	-0.438	chr1:16131721-16131870	-	EPHA2	ENST00000358432	-0.0	SRSF9
chr3:52788232-52788345	+	ITIH1	ENST00000273283	-0.196	chr19:8256949-8257077	+	CERS4	ENST00000251363	-0.0	SRSF9
chr3:58249878-58249942	+	ABHD6	ENST00000478253	0.398	chr20:36671341-36671397	-	NDRG3	ENST00000349004	0.01	SRSF9
chr16:30654629-30655214	+	PRR14	ENST00000300835	-0.38	chr1:43971387-43972070	+	DPH2	ENST00000255108	0.02	SRSF9
chr19:55455636-55455845	-	ISOC2	ENST00000425675	-0.339	chr4:1804330-1804520	+	FGFR3	ENST00000440486	-0.02	SRSF9
chr16:28593252-28593346	-	SULT1A2	ENST00000335715	-0.351	chrX:49076430-49076524	-	WDR45	ENST00000376372	-0.02	SRSF9
chr19:901422-901546	-	R3HDM4	ENST00000361574	-0.204	chr16:731565-731702	-	CIAO3	ENST00000251588	-0.01	SRSF9
chr19:45413963-45414034	-	ERCC1	ENST00000300853	-0.238	chr6:32188723-32188796	-	PBX2	ENST00000375050	-0.02	SRSF9
chr11:70421470-70421580	+	CTTN	ENST00000301843	-0.365	chr17:36503097-36503200	-	MYO19	ENST00000614623	-0.02	SRSF9
chr16:30986049-30986204	+	HSD3B7	ENST00000297679	-0.361	chr12:6856305-6856450	+	USP5	ENST00000229268	-0.01	SRSF9
chr16:30985653-30985824	+	HSD3B7	ENST00000297679	-0.417	chr17:78121013-78121164	-	TMC6	ENST00000590602	-0.02	SRSF9
chr19:48955548-48955599	+	BAX	ENST00000345358	-0.349	chr17:7574260-7574308	+	EIF4A1	ENST00000293831	-0.0	SRSF9
chr1:54012143-54012280	-	LDLRAD1	ENST00000371360	-0.347	chr6:167305915-167306050	+	UNC93A	ENST00000230256	0.02	SRSF9
chr22:50527165-50527283	-	TYMP	ENST00000252029	-0.397	chr17:5000220-5000352	+	KIF1C	ENST00000320785	0.01	SRSF9
chr14:23561962-23562066	-	AP1G2	ENST00000397120	-0.154	chr20:34913393-34913496	+	ACSS2	ENST00000360596	-0.01	SRSF9
chr20:62304461-62304577	+	ADRM1	ENST00000253003	-0.108	chr2:127427105-127427222	+	PROC	ENST00000234071	-0.01	SRSF9
chr20:33019062-33019115	+	BPIFB2	ENST00000170150	-0.137	chr12:1800000-1800052	-	CACNA2D4	ENST00000382722	0.01	SRSF9
chr20:62666380-62666575	+	SLCO4A1	ENST00000217159	-0.231	chr20:25292406-25292613	+	PYGB	ENST00000216962	-0.01	SRSF9
chr14:23566562-23566686	-	AP1G2	ENST00000397120	-0.17	chr6:33195907-33196036	-	RXRB	ENST00000374680	-0.0	SRSF9
chr20:2836039-2836314	-	PCED1A	ENST00000360652	-0.261	chr12:6968411-6968708	-	PHB2	ENST00000536316	-0.01	SRSF9
chr1:1753567-1753649	-	NADK	ENST00000341426	-0.168	chr11:836769-836843	+	CD151	ENST00000397420	-0.01	SRSF9
chr1:1754051-1754208	-	NADK	ENST00000341426	-0.476	chrX:153670450-153670594	-	PNCK	ENST00000340888	-0.0	SRSF9
chr2:27506788-27506885	+	GCKR	ENST00000264717	-0.404	chr2:74490656-74490739	+	TTC31	ENST00000233623	0.01	SRSF9
chr1:156294759-156295016	-	GLMP	ENST00000362007	-0.28	chr12:50107567-50107800	+	GPD1	ENST00000301149	0.01	SRSF9
chr12:53105561-53105620	+	SOAT2	ENST00000301466	-0.359	chrX:71251178-71251244	-	ZMYM3	ENST00000314425	-0.0	SRSF9
chr12:53295839-53295941	+	PFDN5	ENST00000334478	-0.292	chr2:219207327-219207421	+	ZFAND2B	ENST00000289528	-0.01	SRSF9
chr12:53296244-53296275	+	PFDN5	ENST00000334478	-0.381	chr6:26374771-26374798	+	BTN3A2	ENST00000377708	0.01	SRSF9
chr2:200882342-200882435	-	PPIL3	ENST00000392283	0.208	chr18:23506970-23507054	+	RMC1	ENST00000269221	-0.01	SRSF9
chr2:200860125-200860215	-	CLK1	ENST00000321356	0.263	chr6:99550218-99550309	-	CCNC	ENST00000520429	0.02	SRSF9
chr2:219557343-219557618	-	OBSL1	ENST00000404537	-0.338	chr19:1055097-1055351	+	ABCA7	ENST00000263094	-0.02	SRSF9
chr2:219215997-219216180	-	ABCB6	ENST00000265316	-0.19	chr20:35619579-35619746	+	SPAG4	ENST00000374273	-0.0	SRSF9
chrX:153671880-153672018	-	PNCK	ENST00000340888	-0.229	chr22:50197449-50197588	+	TRABD	ENST00000380909	-0.01	SRSF9
chr16:89893728-89893858	+	TCF25	ENST00000263346	-0.174	chr6:43780732-43780854	+	VEGFA	ENST00000372055	0.02	SRSF9
chr17:78171510-78171649	+	SYNGR2	ENST00000225777	-0.169	chrX:154442111-154442255	+	GDI1	ENST00000447750	-0.0	SRSF9
chr6:30741792-30741867	-	FLOT1	ENST00000376389	-0.314	chr17:18248800-18248883	-	FLII	ENST00000327031	-0.0	SRSF9
chr6:30741614-30741704	-	FLOT1	ENST00000376389	-0.276	chr20:45892398-45892484	+	CTSA	ENST00000646241	-0.0	SRSF9
chr17:42787778-42787899	+	WNK4	ENST00000246914	-0.268	chr1:150968083-150968201	-	CERS2	ENST00000368954	-0.0	SRSF9
chr17:38721878-38722227	+	MLLT6	ENST00000621332	-0.578	chr6:33211158-33211547	+	RING1	ENST00000374656	-0.0	SRSF9
chr9:136806078-136806238	+	CCDC183	ENST00000338005	-0.32	chr17:75847796-75847930	-	WBP2	ENST00000254806	-0.02	SRSF9
chr17:39744553-39744663	+	GRB7	ENST00000309156	-0.134	chr1:160091808-160091938	-	IGSF8	ENST00000314485	0.0	SRSF9
chr9:126808793-126808915	+	ZBTB43	ENST00000373464	-0.274	chr20:3604105-3604262	+	ATRN	ENST00000262919	-0.01	SRSF9
chr17:3723288-3723383	-	ITGAE	ENST00000263087	0.412	chr14:49585950-49586049	-	RPS29	ENST00000245458	-0.0	SRSF9
chr9:127402557-127402753	+	SLC2A8	ENST00000373371	-0.481	chr12:113164067-113164285	-	DDX54	ENST00000306014	0.01	SRSF9
chr9:125213370-125213522	+	RABEPK	ENST00000373538	0.152	chr7:32963544-32963702	+	FKBP9	ENST00000538336	-0.01	SRSF9
chr9:125220539-125220700	+	RABEPK	ENST00000373538	0.186	chr12:111665639-111665787	-	BRAP	ENST00000419234	-0.01	SRSF9
chr17:78120653-78120832	-	TMC6	ENST00000590602	-0.275	chr17:44014357-44014537	-	TMEM101	ENST00000206380	0.0	SRSF9
chr17:75288502-75288591	-	SLC25A19	ENST00000416858	0.499	chr2:70993696-70993775	-	TEX261	ENST00000272438	0.01	SRSF9
chr17:82019641-82019694	-	CENPX	ENST00000392359	-0.153	chr19:11447723-11447789	+	PRKCSH	ENST00000591462	-0.0	SRSF9
chr17:81934326-81934489	-	PYCR1	ENST00000329875	-0.201	chr17:82929362-82929500	+	TBCD	ENST00000355528	0.01	SRSF9
chr7:101198191-101198365	-	MOGAT3	ENST00000223114	-0.297	chr12:57181157-57181291	+	LRP1	ENST00000243077	-0.01	SRSF9
chr18:36844208-36844302	+	KIAA1328	ENST00000280020	-0.384	chr1:161870972-161871061	+	ATF6	ENST00000681492	0.0	SRSF9
chrX:66604421-66604506	-	EDA2R	ENST00000374719	0.369	chr12:104289466-104289542	+	TXNRD1	ENST00000526390	0.0	SRSF9
