exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr6:16753233-16753347	-	ATXN1	ENST00000436367	-0.245	chr3:136867431-136867525	+	NCK1	ENST00000485096	0.01	RBM15
chr1:155253859-155253978	-	ENTREP3	ENST00000361361	0.247	chr16:3023233-3023361	-	HCFC1R1	ENST00000248089	0.0	RBM15
chr12:2865355-2865399	-	FOXM1	ENST00000359843	0.359	chr17:38778334-38778372	-	PIP4K2B	ENST00000619039	0.0	RBM15
chr19:36003613-36003671	-	SYNE4	ENST00000324444	0.231	chr19:41342170-41342247	-	TGFB1	ENST00000221930	-0.0	RBM15
chr4:39462196-39462289	+	LIAS	ENST00000640888	-0.314	chr11:32594914-32595013	+	EIF3M	ENST00000531120	0.0	RBM15
chr16:72957427-72960194	-	ZFHX3	ENST00000268489	-0.351	chr9:110136127-110138539	+	PALM2AKAP2	ENST00000374530	-0.01	RBM15
chr19:57619412-57619508	+	ZNF134	ENST00000396161	-0.427	chr12:121849687-121849790	-	HPD	ENST00000289004	0.0	RBM15
chr16:3655849-3655937	+	DNASE1	ENST00000246949	0.404	chr11:67611897-67611978	+	NDUFV1	ENST00000322776	0.0	RBM15
chr19:47681976-47682152	+	BICRA	ENST00000594866	0.364	chr1:200900937-200901159	+	INAVA	ENST00000413687	0.01	RBM15
chr14:21087320-21087463	+	ARHGEF40	ENST00000298694	0.224	chr10:102398739-102398864	+	NFKB2	ENST00000661543	0.02	RBM15
chr2:108383093-108383219	+	SULT1C4	ENST00000272452	0.215	chr11:116758269-116758407	-	BUD13	ENST00000260210	0.01	RBM15
chr22:21970210-21970406	-	TOP3B	ENST00000357179	0.258	chr2:240554866-240555055	-	ANKMY1	ENST00000401804	-0.02	RBM15
chr2:37089640-37089866	+	GPATCH11	ENST00000674370	-0.236	chr15:73273811-73274005	+	NEO1	ENST00000261908	-0.02	RBM15
chr15:75016593-75016749	+	SCAMP5	ENST00000425597	-0.571	chr2:233193812-233193961	+	INPP5D	ENST00000445964	0.0	RBM15
chr2:172568741-172568817	+	PDK1	ENST00000282077	0.2	chr2:43896634-43896708	-	LRPPRC	ENST00000260665	0.0	RBM15
chr5:80427492-80427545	+	ZFYVE16	ENST00000505560	0.237	chr6:8026367-8026425	-	BLOC1S5	ENST00000397457	0.02	RBM15
chr18:50984096-50984563	+	ELAC1	ENST00000269466	-0.369	chr5:168568646-168568998	-	PANK3	ENST00000239231	0.01	RBM15
chr5:178215276-178215430	-	PHYKPL	ENST00000308158	0.354	chr7:44673787-44673941	+	OGDH	ENST00000222673	0.02	RBM15
chr6:32033790-32033892	+	C4B	ENST00000435363	0.494	chr19:19495754-19495885	+	GATAD2A	ENST00000683918	0.0	RBM15
chr9:128187863-128187934	-	CIZ1	ENST00000372938	0.191	chr7:6042933-6042993	-	EIF2AK1	ENST00000199389	-0.0	RBM15
chr16:24553513-24553557	+	RBBP6	ENST00000319715	-0.214	chr2:180987338-180987394	+	UBE2E3	ENST00000602632	0.02	RBM15
