exon_KD	Strand_KD	gene_name_KD	transcript_id_KD	dPSI_KD	exon_CTRL	Strand_CTRL	gene_name_CTRL	transcript_id_CTRL	dPSI_CTRL	RBP
chr16:1667335-1667400	+	CRAMP1	ENST00000397412	0.409	chr14:64951603-64951663	-	RAB15	ENST00000533601	-0.02	RBM14
chr3:114056999-114057106	+	QTRT2	ENST00000281273	0.308	chr12:10214074-10214187	+	GABARAPL1	ENST00000535576	0.0	RBM14
chr1:1355450-1355752	-	MXRA8	ENST00000309212	0.591	chr7:5529535-5529733	-	ACTB	ENST00000493945	0.01	RBM14
chr1:151018467-151018669	+	PRUNE1	ENST00000271620	-0.417	chr5:179709873-179710065	+	CANX	ENST00000247461	-0.0	RBM14
chr4:38868398-38868546	+	FAM114A1	ENST00000358869	0.333	chr11:44096225-44096321	+	EXT2	ENST00000343631	0.02	RBM14
chr19:36039944-36040136	-	THAP8	ENST00000292894	-0.41	chr16:70786215-70786365	-	VAC14	ENST00000261776	0.02	RBM14
chr19:3453763-3453916	+	NFIC	ENST00000443272	0.341	chr20:33008541-33008683	+	BPIFB2	ENST00000170150	0.02	RBM14
chr11:504824-504996	-	RNH1	ENST00000354420	0.338	chr2:127421283-127421449	+	PROC	ENST00000234071	0.01	RBM14
chr20:13794838-13794941	+	NDUFAF5	ENST00000378106	0.321	chr16:11733982-11734079	-	TXNDC11	ENST00000283033	-0.02	RBM14
chr2:238093861-238093944	+	SCLY	ENST00000254663	0.485	chr19:49451485-49451578	-	PIH1D1	ENST00000596049	0.01	RBM14
chr5:177044389-177044533	+	ZNF346	ENST00000358149	-0.367	chr3:37020310-37020463	+	MLH1	ENST00000231790	0.02	RBM14
chr5:178617344-178617434	-	CLK4	ENST00000316308	0.353	chr8:101199990-101200097	-	ZNF706	ENST00000311212	0.0	RBM14
chr16:8735699-8735809	+	ABAT	ENST00000268251	0.249	chr5:143207198-143207308	+	ARHGAP26	ENST00000645722	0.01	RBM14
chr9:131474454-131476535	+	PRRC2B	ENST00000683519	-0.284	chr19:45785594-45786871	-	DMWD	ENST00000270223	-0.01	RBM14
chr2:11776086-11776193	+	LPIN1	ENST00000674199	0.455	chr7:111735054-111735167	-	DOCK4	ENST00000428084	-0.01	RBM14
chr19:5957918-5957973	-	RANBP3	ENST00000340578	0.418	chr12:120108417-120108467	-	RAB35	ENST00000229340	-0.02	RBM14
chr18:79919184-79919400	-	SLC66A2	ENST00000397778	0.177	chr11:75477619-75477795	-	GDPD5	ENST00000336898	-0.01	RBM14
chr15:48152234-48152284	-	MYEF2	ENST00000324324	0.307	chr2:68187255-68187314	-	PPP3R1	ENST00000234310	0.01	RBM14
chr17:32366665-32366757	+	ZNF207	ENST00000394670	0.16	chr15:65156844-65156932	-	CLPX	ENST00000300107	0.01	RBM14
chr8:53811164-53811217	-	ATP6V1H	ENST00000359530	0.267	chr17:58724040-58724100	+	RAD51C	ENST00000337432	0.02	RBM14
chr2:218660037-218660245	+	BCS1L	ENST00000392111	-0.496	chr13:112858145-112858290	+	ATP11A	ENST00000375645	0.01	RBM14
chr2:218660037-218660166	+	BCS1L	ENST00000392110	-0.46	chr16:70365017-70365131	+	DDX19A	ENST00000302243	-0.01	RBM14
chr2:218660037-218660218	+	BCS1L	ENST00000392109	-0.492	chr1:153976693-153976922	-	JTB	ENST00000428469	-0.01	RBM14
chr20:37521319-37521451	-	BLCAP	ENST00000414542	0.299	chr1:2144210-2144341	+	PRKCZ	ENST00000378567	0.01	RBM14
chr8:100951929-100952125	-	YWHAZ	ENST00000395957	0.265	chr7:100477277-100477459	-	TSC22D4	ENST00000393991	0.02	RBM14
chr16:30065876-30065927	+	ALDOA	ENST00000569545	0.162	chr12:56080345-56080382	+	ERBB3	ENST00000549061	0.01	RBM14
chr5:132226697-132227258	-	P4HA2	ENST00000379100	0.219	chr17:41968068-41968740	+	CNP	ENST00000393892	-0.02	RBM14
chr17:81110914-81110955	+	BAIAP2	ENST00000575245	0.379	chr20:63680664-63680719	+	RTEL1	ENST00000360203	-0.02	RBM14
chr20:47355450-47355520	-	ZMYND8	ENST00000396281	0.323	chr6:131677868-131677940	+	ENPP3	ENST00000357639	-0.01	RBM14
chr7:23531181-23531270	-	TRA2A	ENST00000621813	0.282	chr2:210476316-210476412	-	LANCL1	ENST00000450366	0.02	RBM14
chrX:156022699-156022834	+	WASH6P	ENST00000359512	-0.238	chr16:29872409-29872526	-	SEZ6L2	ENST00000617533	-0.01	RBM14
chr11:504824-504888	-	RNH1	ENST00000529306	0.347	chr2:672808-672862	-	TMEM18	ENST00000281017	-0.01	RBM14
chr8:18083981-18084286	-	ASAH1	ENST00000637536	0.309	chr4:82373446-82373777	-	HNRNPD	ENST00000503822	-0.0	RBM14
chr20:62154281-62154465	+	SS18L1	ENST00000450482	0.419	chr2:218284039-218284266	-	TMBIM1	ENST00000420341	0.0	RBM14
chr20:37521319-37521409	-	BLCAP	ENST00000445723	0.254	chr11:126343307-126343417	+	DCPS	ENST00000263579	-0.01	RBM14
chr2:219229010-219229174	-	ATG9A	ENST00000436856	0.445	chr2:197499259-197499438	-	HSPD1	ENST00000428204	0.0	RBM14
